id,date,time,latitude,longitude,districts,subdistrict,type
577,8/22/2021,22,-6.125959982,106.9200874,Jakarta_Utara,Koja,Harassment
578,9/7/2021,22,-6.125823667,106.919538,Jakarta_Utara,Koja,Manslaughter: Involuntary
579,4/2/2021,2,-6.125822372,106.9192008,Jakarta_Utara,Koja,Murder: Second-degree
580,2/16/2021,10,-6.125687443,106.9202517,Jakarta_Utara,Koja,Murder: First-degree
581,5/31/2021,4,-6.125980873,106.9203264,Jakarta_Utara,Koja,Theft
582,2/22/2021,1,-6.125784029,106.9200374,Jakarta_Utara,Koja,Manslaughter: Voluntary
583,6/5/2021,15,-6.125714292,106.9199895,Jakarta_Utara,Koja,Murder: First-degree
584,8/24/2021,6,-6.125818371,106.9198519,Jakarta_Utara,Koja,Robbery
585,7/21/2021,14,-6.126056042,106.9199936,Jakarta_Utara,Koja,Solicitation
586,5/30/2021,0,-6.12597108,106.9203174,Jakarta_Utara,Koja,Stalking
587,6/30/2021,9,-6.125882726,106.9201454,Jakarta_Utara,Koja,Arson
588,12/1/2021,17,-6.125678931,106.9196756,Jakarta_Utara,Koja,Sexual Assault
589,11/20/2021,5,-6.125844566,106.9195277,Jakarta_Utara,Koja,Theft
590,4/26/2021,2,-6.125021581,106.9167928,Jakarta_Utara,Koja,Attempt
591,7/16/2021,0,-6.123895886,106.9167877,Jakarta_Utara,Koja,Sexual Assault
592,3/4/2021,7,-6.124723417,106.9167847,Jakarta_Utara,Koja,Harassment
593,6/30/2021,2,-6.123725403,106.91678,Jakarta_Utara,Koja,Arson
594,2/12/2021,11,-6.125687333,106.9167864,Jakarta_Utara,Koja,Murder: Second-degree
595,7/1/2021,11,-6.125603414,106.9167911,Jakarta_Utara,Koja,Sexual Assault
596,12/1/2021,14,-6.125356163,106.9167848,Jakarta_Utara,Koja,Embezzlement
597,2/15/2021,6,-6.125158114,106.9167885,Jakarta_Utara,Koja,Open Container (of alcohol)
598,10/16/2021,4,-6.125885778,106.9167922,Jakarta_Utara,Koja,Rape
599,8/12/2021,8,-6.123602357,106.9167916,Jakarta_Utara,Koja,Harassment
600,6/29/2021,5,-6.12500441,106.9167896,Jakarta_Utara,Koja,Arson
601,12/11/2021,8,-6.125013712,106.9167941,Jakarta_Utara,Koja,Robbery
602,3/6/2021,15,-6.131409013,106.841175,Jakarta_Utara,Pademangan,Aggravated Assault
603,5/5/2021,0,-6.131566032,106.8410606,Jakarta_Utara,Pademangan,Rape
604,12/12/2021,12,-6.131700233,106.8411528,Jakarta_Utara,Pademangan,Stalking
605,3/30/2021,23,-6.131681434,106.8410312,Jakarta_Utara,Pademangan,Homicide
606,1/7/2021,14,-6.131447238,106.8411028,Jakarta_Utara,Pademangan,Harassment
607,10/13/2021,6,-6.131524704,106.841445,Jakarta_Utara,Pademangan,Open Container (of alcohol)
608,9/2/2021,6,-6.131567935,106.8411173,Jakarta_Utara,Pademangan,Aggravated Assault
609,11/9/2021,6,-6.131661836,106.8414152,Jakarta_Utara,Pademangan,Kidnapping
610,8/6/2021,23,-6.131491014,106.8413825,Jakarta_Utara,Pademangan,Statutory Rape
611,10/2/2021,16,-6.131447361,106.841016,Jakarta_Utara,Pademangan,Harassment
612,1/22/2021,19,-6.131575548,106.8414672,Jakarta_Utara,Pademangan,Murder: First-degree
613,5/29/2021,6,-6.131341221,106.8412298,Jakarta_Utara,Pademangan,Manslaughter: Voluntary
614,5/4/2021,6,-6.131404983,106.8486254,Jakarta_Utara,Pademangan,Stalking
615,4/30/2021,1,-6.131341622,106.8483905,Jakarta_Utara,Pademangan,Robbery
616,1/10/2021,17,-6.131145197,106.8491596,Jakarta_Utara,Pademangan,Murder: Second-degree
617,1/21/2021,13,-6.131409296,106.8485737,Jakarta_Utara,Pademangan,Fraud
618,9/24/2021,17,-6.131414496,106.8487255,Jakarta_Utara,Pademangan,Fraud
619,10/9/2021,20,-6.131279962,106.848611,Jakarta_Utara,Pademangan,Manslaughter: Voluntary
620,2/12/2021,17,-6.131036634,106.8491691,Jakarta_Utara,Pademangan,Manslaughter: Involuntary
621,12/23/2021,12,-6.131097373,106.8484083,Jakarta_Utara,Pademangan,White Collar Crimes
622,10/18/2021,19,-6.13137872,106.8492743,Jakarta_Utara,Pademangan,Stalking
623,12/14/2021,3,-6.131451281,106.8484696,Jakarta_Utara,Pademangan,Murder: First-degree
624,10/29/2021,0,-6.131382064,106.8487855,Jakarta_Utara,Pademangan,Stalking
625,3/4/2021,18,-6.139731267,106.8329885,Jakarta_Utara,Pademangan,Arson
626,11/20/2021,20,-6.140172121,106.8329777,Jakarta_Utara,Pademangan,Fraud
627,12/5/2021,13,-6.138566322,106.8329984,Jakarta_Utara,Pademangan,Disturbing the Peace
628,7/26/2021,20,-6.13988513,106.8327916,Jakarta_Utara,Pademangan,Solicitation
629,3/18/2021,18,-6.139549929,106.8328721,Jakarta_Utara,Pademangan,Sexual Assault
630,11/1/2021,0,-6.139163556,106.832923,Jakarta_Utara,Pademangan,Disorderly Conduct
631,10/10/2021,18,-6.139400182,106.8328556,Jakarta_Utara,Pademangan,Homicide
632,3/21/2021,0,-6.139841895,106.8330343,Jakarta_Utara,Pademangan,Attempt
633,11/30/2021,23,-6.138941396,106.8329571,Jakarta_Utara,Pademangan,Arson
634,11/20/2021,15,-6.138362856,106.8327953,Jakarta_Utara,Pademangan,Cyberbullying
635,1/13/2021,0,-6.128884947,106.8190849,Jakarta_Utara,Pademangan,Murder: First-degree
636,9/28/2021,16,-6.128903423,106.8190894,Jakarta_Utara,Pademangan,Robbery
637,6/26/2021,11,-6.128902157,106.8190874,Jakarta_Utara,Pademangan,Theft
638,4/15/2021,8,-6.128922135,106.8190845,Jakarta_Utara,Pademangan,Robbery
639,5/4/2021,10,-6.128877388,106.8190734,Jakarta_Utara,Pademangan,Burglary
640,7/26/2021,20,-6.128870013,106.8190579,Jakarta_Utara,Pademangan,Assault / Battery
641,3/4/2021,21,-6.128884806,106.8190807,Jakarta_Utara,Pademangan,Manslaughter: Voluntary
642,2/23/2021,11,-6.128882458,106.819065,Jakarta_Utara,Pademangan,Kidnapping
643,5/15/2021,20,-6.128867234,106.819034,Jakarta_Utara,Pademangan,Disorderly Conduct
644,8/17/2021,20,-6.128913402,106.819058,Jakarta_Utara,Pademangan,Aggravated Assault
645,2/13/2021,19,-6.128901382,106.8190791,Jakarta_Utara,Pademangan,Insurance Fraud
646,1/1/2021,18,-6.136276151,106.7928591,Jakarta_Utara,Penjaringan,Murder: Second-degree
647,12/17/2021,12,-6.135626969,106.7929645,Jakarta_Utara,Penjaringan,Manslaughter: Involuntary
648,9/23/2021,13,-6.136545012,106.7928811,Jakarta_Utara,Penjaringan,Arson
649,9/30/2021,1,-6.136770722,106.7930139,Jakarta_Utara,Penjaringan,Kidnapping
650,9/3/2021,1,-6.135906563,106.7929404,Jakarta_Utara,Penjaringan,Stalking
651,12/13/2021,15,-6.136301602,106.7929295,Jakarta_Utara,Penjaringan,Murder: First-degree
652,10/28/2021,14,-6.136637901,106.7928712,Jakarta_Utara,Penjaringan,Robbery
653,5/11/2021,18,-6.135461702,106.7930088,Jakarta_Utara,Penjaringan,Theft
654,3/14/2021,11,-6.13607402,106.7928273,Jakarta_Utara,Penjaringan,Aggravated Assault
655,9/18/2021,1,-6.135307775,106.7928319,Jakarta_Utara,Penjaringan,Robbery
656,10/5/2021,15,-6.135006089,106.7930099,Jakarta_Utara,Penjaringan,Theft
657,7/30/2021,7,-6.109961648,106.8015946,Jakarta_Utara,Penjaringan,Attempt
658,7/20/2021,2,-6.109745652,106.8012923,Jakarta_Utara,Penjaringan,Arson
659,5/4/2021,3,-6.109864638,106.8007661,Jakarta_Utara,Penjaringan,Manslaughter: Voluntary
660,7/9/2021,21,-6.10997087,106.8016791,Jakarta_Utara,Penjaringan,Robbery
661,10/17/2021,7,-6.10995538,106.8014649,Jakarta_Utara,Penjaringan,Telemarketing Fraud
662,7/28/2021,20,-6.109817801,106.8017909,Jakarta_Utara,Penjaringan,Assault / Battery
663,5/9/2021,20,-6.109988703,106.8013308,Jakarta_Utara,Penjaringan,Hate Crimes
664,12/22/2021,20,-6.109857842,106.8016548,Jakarta_Utara,Penjaringan,Attempt
665,6/10/2021,12,-6.125819085,106.7529733,Jakarta_Utara,Penjaringan,Arson
666,7/18/2021,22,-6.13010681,106.7527743,Jakarta_Utara,Penjaringan,Probation Violation
667,12/22/2021,14,-6.129119759,106.7526501,Jakarta_Utara,Penjaringan,Disorderly Conduct
668,7/18/2021,5,-6.130166982,106.7528557,Jakarta_Utara,Penjaringan,Disorderly Conduct
669,3/23/2021,8,-6.128039945,106.7527855,Jakarta_Utara,Penjaringan,Tax Evasion / Fraud
670,10/2/2021,3,-6.126161115,106.7526489,Jakarta_Utara,Penjaringan,White Collar Crimes
671,7/28/2021,8,-6.126306246,106.7527978,Jakarta_Utara,Penjaringan,Aggravated Assault
672,2/5/2021,13,-6.126969538,106.7526426,Jakarta_Utara,Penjaringan,Prostitution
673,6/3/2021,2,-6.129259964,106.7528492,Jakarta_Utara,Penjaringan,Tax Evasion / Fraud
674,11/2/2021,23,-6.129561202,106.7526501,Jakarta_Utara,Penjaringan,Aggravated Assault
675,2/25/2021,15,-6.151524108,106.8717334,Jakarta_Utara,Tanjung_Priok,Stalking
676,12/4/2021,7,-6.151476258,106.8717437,Jakarta_Utara,Tanjung_Priok,Disorderly Conduct
677,5/25/2021,18,-6.151543049,106.8717421,Jakarta_Utara,Tanjung_Priok,Stalking
678,9/13/2021,1,-6.15153828,106.8717322,Jakarta_Utara,Tanjung_Priok,Open Container (of alcohol)
679,1/21/2021,8,-6.151528695,106.8717522,Jakarta_Utara,Tanjung_Priok,Stalking
680,4/22/2021,11,-6.151505215,106.8717434,Jakarta_Utara,Tanjung_Priok,Murder: First-degree
681,4/22/2021,0,-6.151509105,106.8717303,Jakarta_Utara,Tanjung_Priok,Forgery
682,1/8/2021,3,-6.151510992,106.8717414,Jakarta_Utara,Tanjung_Priok,Murder: Second-degree
683,10/23/2021,12,-6.151503128,106.871743,Jakarta_Utara,Tanjung_Priok,Theft
684,12/1/2021,12,-6.145746336,106.8747231,Jakarta_Utara,Tanjung_Priok,Homicide
685,1/2/2021,12,-6.146859919,106.8745982,Jakarta_Utara,Tanjung_Priok,Attempt
686,7/24/2021,15,-6.146523774,106.8747882,Jakarta_Utara,Tanjung_Priok,Robbery
687,11/6/2021,0,-6.146180276,106.8747457,Jakarta_Utara,Tanjung_Priok,Theft
688,7/14/2021,15,-6.145796312,106.8746636,Jakarta_Utara,Tanjung_Priok,Rape
689,7/13/2021,19,-6.146870916,106.874869,Jakarta_Utara,Tanjung_Priok,Aiding and Abetting / Accessory
690,7/13/2021,12,-6.145882228,106.8745075,Jakarta_Utara,Tanjung_Priok,Homicide
691,3/5/2021,14,-6.146949075,106.8746229,Jakarta_Utara,Tanjung_Priok,Attempt
692,10/23/2021,0,-6.14633759,106.8746392,Jakarta_Utara,Tanjung_Priok,Statutory Rape
693,9/3/2021,13,-6.145867864,106.8692666,Jakarta_Utara,Tanjung_Priok,Conspiracy
694,6/14/2021,6,-6.146343703,106.8704315,Jakarta_Utara,Tanjung_Priok,Murder: Second-degree
695,2/27/2021,19,-6.14584534,106.8718531,Jakarta_Utara,Tanjung_Priok,Assault / Battery
696,9/19/2021,8,-6.146594562,106.8734255,Jakarta_Utara,Tanjung_Priok,Securities Fraud
697,6/11/2021,3,-6.146529553,106.8697184,Jakarta_Utara,Tanjung_Priok,Arson
698,12/5/2021,14,-6.146217061,106.8740355,Jakarta_Utara,Tanjung_Priok,Disorderly Conduct
699,2/12/2021,21,-6.146483352,106.8696908,Jakarta_Utara,Tanjung_Priok,Manslaughter: Voluntary
700,7/31/2021,19,-6.14628189,106.8748227,Jakarta_Utara,Tanjung_Priok,Kidnapping
701,12/5/2021,17,-6.146325677,106.870325,Jakarta_Utara,Tanjung_Priok,Stalking
702,4/30/2021,5,-6.146485179,106.8719563,Jakarta_Utara,Tanjung_Priok,Stalking
703,4/7/2021,14,-6.138229428,106.876848,Jakarta_Utara,Tanjung_Priok,Kidnapping
704,10/10/2021,12,-6.138218656,106.8768779,Jakarta_Utara,Tanjung_Priok,Pyramid Schemes
705,9/24/2021,12,-6.138194326,106.8768424,Jakarta_Utara,Tanjung_Priok,Harassment
706,11/5/2021,2,-6.13814134,106.8768371,Jakarta_Utara,Tanjung_Priok,Harassment
707,8/12/2021,11,-6.138150548,106.8769078,Jakarta_Utara,Tanjung_Priok,Manslaughter: Voluntary
708,1/24/2021,12,-6.138199333,106.8768206,Jakarta_Utara,Tanjung_Priok,Assault / Battery
709,9/13/2021,19,-6.138167998,106.8768348,Jakarta_Utara,Tanjung_Priok,Harassment
710,9/7/2021,19,-6.138127007,106.8768255,Jakarta_Utara,Tanjung_Priok,Robbery
711,6/22/2021,14,-6.13823552,106.8769723,Jakarta_Utara,Tanjung_Priok,Fraud
712,5/11/2021,21,-6.138188501,106.8769752,Jakarta_Utara,Tanjung_Priok,Attempt
713,8/27/2021,3,-6.127342436,106.8651101,Jakarta_Utara,Tanjung_Priok,Aggravated Assault
714,4/26/2021,15,-6.127070506,106.8652239,Jakarta_Utara,Tanjung_Priok,Child Abandonment
715,5/28/2021,14,-6.126607935,106.8648041,Jakarta_Utara,Tanjung_Priok,Manslaughter: Voluntary
716,1/7/2021,0,-6.126712725,106.865074,Jakarta_Utara,Tanjung_Priok,Robbery
717,8/4/2021,1,-6.126548979,106.8636984,Jakarta_Utara,Tanjung_Priok,Attempt
718,10/7/2021,15,-6.126768795,106.8634815,Jakarta_Utara,Tanjung_Priok,Solicitation
719,9/12/2021,16,-6.126842507,106.8638793,Jakarta_Utara,Tanjung_Priok,Arson
720,6/11/2021,8,-6.127299837,106.848777,Jakarta_Utara,Tanjung_Priok,Attempt
721,6/4/2021,1,-6.127313845,106.849178,Jakarta_Utara,Tanjung_Priok,Sexual Assault
722,2/21/2021,1,-6.127424821,106.8488487,Jakarta_Utara,Tanjung_Priok,Rape
723,3/15/2021,22,-6.127327607,106.8485461,Jakarta_Utara,Tanjung_Priok,Manslaughter: Involuntary
724,6/6/2021,17,-6.127437061,106.8492032,Jakarta_Utara,Tanjung_Priok,Kidnapping
725,11/29/2021,3,-6.119372058,106.8660645,Jakarta_Utara,Tanjung_Priok,Rape
726,1/15/2021,1,-6.119969015,106.8657271,Jakarta_Utara,Tanjung_Priok,Sexual Assault
727,3/20/2021,19,-6.120117545,106.8672278,Jakarta_Utara,Tanjung_Priok,Child Abandonment
728,10/13/2021,11,-6.120160593,106.8661688,Jakarta_Utara,Tanjung_Priok,Harassment
729,11/26/2021,9,-6.119259472,106.8672136,Jakarta_Utara,Tanjung_Priok,Harassment
730,5/6/2021,13,-6.119547576,106.8672937,Jakarta_Utara,Tanjung_Priok,Manslaughter: Voluntary
731,11/27/2021,3,-6.119168262,106.8668367,Jakarta_Utara,Tanjung_Priok,Disorderly Conduct
732,11/17/2021,15,-6.119435837,106.8657455,Jakarta_Utara,Tanjung_Priok,Theft
733,5/1/2021,14,-6.119542033,106.8663972,Jakarta_Utara,Tanjung_Priok,Cyberbullying
734,12/18/2021,1,-6.119167292,106.8661206,Jakarta_Utara,Tanjung_Priok,Kidnapping
735,5/30/2021,1,-6.106624942,106.8837215,Jakarta_Utara,Tanjung_Priok,Attempt
736,12/19/2021,2,-6.106770275,106.8836202,Jakarta_Utara,Tanjung_Priok,Disturbing the Peace
737,4/14/2021,11,-6.106529276,106.8836305,Jakarta_Utara,Tanjung_Priok,Manslaughter: Involuntary
738,5/30/2021,7,-6.106622892,106.8835985,Jakarta_Utara,Tanjung_Priok,Murder: Second-degree
739,8/5/2021,3,-6.10637345,106.8835834,Jakarta_Utara,Tanjung_Priok,Murder: First-degree
740,7/6/2021,23,-6.106777323,106.8836137,Jakarta_Utara,Tanjung_Priok,Statutory Rape
741,3/15/2021,21,-6.106583125,106.8837415,Jakarta_Utara,Tanjung_Priok,Manslaughter: Voluntary
742,2/2/2021,4,-6.10633827,106.883682,Jakarta_Utara,Tanjung_Priok,Forgery
743,2/8/2021,0,-6.151513719,106.8717518,Jakarta_Utara,Tanjung_Priok,Robbery
744,4/17/2021,2,-6.151499882,106.8717295,Jakarta_Utara,Tanjung_Priok,Sexual Assault
745,12/15/2021,14,-6.151477994,106.8717363,Jakarta_Utara,Tanjung_Priok,Disorderly Conduct
746,9/22/2021,18,-6.151481408,106.8717577,Jakarta_Utara,Tanjung_Priok,Aggravated Assault
747,5/20/2021,17,-6.151501344,106.8717579,Jakarta_Utara,Tanjung_Priok,Murder: First-degree
748,4/19/2021,19,-6.151482554,106.8717586,Jakarta_Utara,Tanjung_Priok,Cyberbullying
749,6/14/2021,19,-6.151521799,106.8717392,Jakarta_Utara,Tanjung_Priok,Murder: First-degree
750,2/4/2021,1,-6.151482088,106.8717399,Jakarta_Utara,Tanjung_Priok,Robbery
751,3/20/2021,18,-6.151549788,106.8717286,Jakarta_Utara,Tanjung_Priok,Stalking
752,2/25/2021,10,-6.151538245,106.8717311,Jakarta_Utara,Tanjung_Priok,Statutory Rape
753,9/7/2021,20,-6.15151168,106.8717471,Jakarta_Utara,Tanjung_Priok,Homicide
754,2/24/2021,22,-6.151494967,106.8717391,Jakarta_Utara,Tanjung_Priok,Rape
755,1/1/2021,19,-6.204549544,106.964591,Jakarta_Timur,Cakung,Assault / Battery
756,6/16/2021,13,-6.203811788,106.9623307,Jakarta_Timur,Cakung,Forgery
757,12/8/2021,23,-6.201298876,106.9645853,Jakarta_Timur,Cakung,Racketeering / RICO
758,9/9/2021,8,-6.202712218,106.9626924,Jakarta_Timur,Cakung,Statutory Rape
759,8/22/2021,6,-6.202007933,106.9622831,Jakarta_Timur,Cakung,Assault / Battery
760,7/17/2021,12,-6.201506234,106.9624062,Jakarta_Timur,Cakung,Disturbing the Peace
761,3/26/2021,1,-6.202232034,106.9651232,Jakarta_Timur,Cakung,Robbery
762,10/17/2021,2,-6.200797851,106.9642638,Jakarta_Timur,Cakung,Attempt
763,9/3/2021,1,-6.209892681,106.9531693,Jakarta_Timur,Cakung,Murder: Second-degree
764,10/25/2021,5,-6.2099631,106.9531136,Jakarta_Timur,Cakung,Stalking
765,8/10/2021,0,-6.209734374,106.9530701,Jakarta_Timur,Cakung,Stalking
766,4/15/2021,14,-6.209866856,106.9526599,Jakarta_Timur,Cakung,Rape
767,9/27/2021,5,-6.209474657,106.9529149,Jakarta_Timur,Cakung,Robbery
768,10/24/2021,10,-6.210290784,106.9530244,Jakarta_Timur,Cakung,Child Pornography
769,10/25/2021,22,-6.21028001,106.9531054,Jakarta_Timur,Cakung,Murder: Second-degree
770,4/10/2021,11,-6.210301372,106.9527575,Jakarta_Timur,Cakung,Rape
771,10/24/2021,23,-6.209565782,106.9526599,Jakarta_Timur,Cakung,Assault / Battery
772,5/31/2021,22,-6.186143875,106.9525496,Jakarta_Timur,Cakung,Medical Marijuana
773,8/11/2021,8,-6.186304854,106.9519695,Jakarta_Timur,Cakung,Kidnapping
774,9/29/2021,18,-6.186337979,106.953477,Jakarta_Timur,Cakung,Murder: First-degree
775,2/22/2021,2,-6.185990976,106.9518134,Jakarta_Timur,Cakung,White Collar Crimes
776,3/23/2021,12,-6.186349732,106.9528768,Jakarta_Timur,Cakung,Child Pornography
777,10/6/2021,12,-6.186049189,106.9520254,Jakarta_Timur,Cakung,Kidnapping
778,4/5/2021,15,-6.186219037,106.9523039,Jakarta_Timur,Cakung,Manslaughter: Involuntary
779,9/4/2021,23,-6.186093968,106.9532994,Jakarta_Timur,Cakung,Harassment
780,1/8/2021,20,-6.186105624,106.953643,Jakarta_Timur,Cakung,Aggravated Assault
781,4/3/2021,10,-6.171023358,106.9442933,Jakarta_Timur,Cakung,Burglary
782,11/3/2021,3,-6.171006938,106.9449221,Jakarta_Timur,Cakung,Rape
783,9/16/2021,2,-6.171014902,106.9451087,Jakarta_Timur,Cakung,Theft
784,10/28/2021,15,-6.171008724,106.9461489,Jakarta_Timur,Cakung,Harassment
785,4/25/2021,21,-6.171022544,106.9470834,Jakarta_Timur,Cakung,Sexual Assault
786,12/19/2021,13,-6.171022811,106.9451715,Jakarta_Timur,Cakung,Murder: First-degree
787,7/30/2021,14,-6.171014365,106.9452194,Jakarta_Timur,Cakung,Robbery
788,9/1/2021,17,-6.171018935,106.9455924,Jakarta_Timur,Cakung,Sexual Assault
789,4/30/2021,10,-6.17100046,106.9458388,Jakarta_Timur,Cakung,Rape
790,2/19/2021,14,-6.171002793,106.9450246,Jakarta_Timur,Cakung,Manslaughter: Involuntary
791,4/7/2021,15,-6.171035753,106.9450208,Jakarta_Timur,Cakung,Homicide
792,9/10/2021,1,-6.288665833,106.9058621,Jakarta_Timur,Cipayung,Disorderly Conduct
793,7/22/2021,9,-6.287717324,106.9059072,Jakarta_Timur,Cipayung,Attempt
794,4/9/2021,11,-6.288011768,106.9059143,Jakarta_Timur,Cipayung,Forgery
795,4/15/2021,12,-6.288252216,106.9059707,Jakarta_Timur,Cipayung,Homicide
796,8/5/2021,20,-6.289043988,106.9057572,Jakarta_Timur,Cipayung,Rape
797,4/6/2021,17,-6.290993323,106.9059081,Jakarta_Timur,Cipayung,Murder: Second-degree
798,9/7/2021,15,-6.290185839,106.9058911,Jakarta_Timur,Cipayung,DUI / DWI
799,6/25/2021,7,-6.289164221,106.9058874,Jakarta_Timur,Cipayung,Murder: First-degree
800,10/4/2021,4,-6.289066548,106.9058556,Jakarta_Timur,Cipayung,Homicide
801,4/11/2021,4,-6.299472492,106.9108703,Jakarta_Timur,Cipayung,Embezzlement
802,8/28/2021,21,-6.301257512,106.9103134,Jakarta_Timur,Cipayung,Arson
803,3/4/2021,12,-6.300980551,106.9127691,Jakarta_Timur,Cipayung,Rape
804,5/22/2021,18,-6.301218127,106.9101748,Jakarta_Timur,Cipayung,Robbery
805,3/17/2021,8,-6.298671934,106.9046701,Jakarta_Timur,Cipayung,Medical Marijuana
806,3/30/2021,2,-6.297823821,106.9099806,Jakarta_Timur,Cipayung,Statutory Rape
807,3/31/2021,9,-6.29885358,106.9112986,Jakarta_Timur,Cipayung,Attempt
808,5/9/2021,6,-6.301602352,106.9049256,Jakarta_Timur,Cipayung,Homicide
809,3/23/2021,13,-6.301018641,106.9093364,Jakarta_Timur,Cipayung,Statutory Rape
810,8/31/2021,7,-6.301285197,106.9092868,Jakarta_Timur,Cipayung,Disturbing the Peace
811,2/19/2021,21,-6.299651719,106.9126934,Jakarta_Timur,Cipayung,Manslaughter: Involuntary
812,11/29/2021,3,-6.317885413,106.8987174,Jakarta_Timur,Cipayung,Harassment
813,1/21/2021,17,-6.319604345,106.8993121,Jakarta_Timur,Cipayung,Stalking
814,12/20/2021,5,-6.316007909,106.9005928,Jakarta_Timur,Cipayung,Harassment
815,6/4/2021,3,-6.318332316,106.8992646,Jakarta_Timur,Cipayung,Tax Evasion / Fraud
816,5/19/2021,12,-6.319497045,106.9018475,Jakarta_Timur,Cipayung,Stalking
817,8/15/2021,13,-6.315937414,106.8988232,Jakarta_Timur,Cipayung,Attempt
818,12/17/2021,2,-6.318502161,106.9016756,Jakarta_Timur,Cipayung,Homicide
819,12/3/2021,2,-6.319191119,106.9008757,Jakarta_Timur,Cipayung,Statutory Rape
820,9/30/2021,2,-6.317557788,106.8989913,Jakarta_Timur,Cipayung,Statutory Rape
821,3/20/2021,13,-6.324019967,106.8885944,Jakarta_Timur,Cipayung,Murder: Second-degree
822,12/30/2021,9,-6.325286272,106.8884786,Jakarta_Timur,Cipayung,Computer Crime
823,5/10/2021,3,-6.322783543,106.8892735,Jakarta_Timur,Cipayung,Homicide
824,6/11/2021,19,-6.322425593,106.8895069,Jakarta_Timur,Cipayung,Attempt
825,4/8/2021,11,-6.321797116,106.8886006,Jakarta_Timur,Cipayung,Rape
826,3/18/2021,17,-6.325326231,106.8880623,Jakarta_Timur,Cipayung,Manslaughter: Voluntary
827,5/15/2021,23,-6.325642653,106.8885565,Jakarta_Timur,Cipayung,Attempt
828,10/24/2021,18,-6.325494726,106.9016363,Jakarta_Timur,Cipayung,Prostitution
829,7/21/2021,19,-6.324623483,106.9026191,Jakarta_Timur,Cipayung,Kidnapping
830,4/10/2021,18,-6.319001674,106.9078048,Jakarta_Timur,Cipayung,Theft
831,1/2/2021,17,-6.321326003,106.9058725,Jakarta_Timur,Cipayung,Homicide
832,9/23/2021,15,-6.321576644,106.9079976,Jakarta_Timur,Cipayung,Robbery
833,4/16/2021,22,-6.326624235,106.9048218,Jakarta_Timur,Cipayung,Manslaughter: Voluntary
834,3/18/2021,9,-6.325227217,106.9070102,Jakarta_Timur,Cipayung,Aggravated Assault
835,10/2/2021,14,-6.324584175,106.9051196,Jakarta_Timur,Cipayung,Stalking
836,1/22/2021,16,-6.325409056,106.9070625,Jakarta_Timur,Cipayung,Sexual Assault
837,2/14/2021,23,-6.359027739,106.9090713,Jakarta_Timur,Cipayung,Aggravated Assault
838,4/4/2021,14,-6.357860602,106.9074539,Jakarta_Timur,Cipayung,Computer Crime
839,10/3/2021,22,-6.353959806,106.9072226,Jakarta_Timur,Cipayung,Theft
840,10/24/2021,12,-6.356389257,106.9044786,Jakarta_Timur,Cipayung,Attempt
841,11/23/2021,13,-6.354931346,106.9053976,Jakarta_Timur,Cipayung,Robbery
842,9/29/2021,13,-6.359169612,106.9058597,Jakarta_Timur,Cipayung,Criminal Contempt of Court
843,9/23/2021,11,-6.35540996,106.9043678,Jakarta_Timur,Cipayung,Murder: Second-degree
844,2/25/2021,8,-6.357374798,106.9039285,Jakarta_Timur,Cipayung,Murder: Second-degree
845,12/8/2021,4,-6.355279626,106.9081765,Jakarta_Timur,Cipayung,Aggravated Assault
846,6/27/2021,9,-6.310110333,106.8632,Jakarta_Timur,Ciracas,Homicide
847,10/11/2021,16,-6.305478645,106.8654711,Jakarta_Timur,Ciracas,Statutory Rape
848,2/12/2021,9,-6.307845509,106.8632373,Jakarta_Timur,Ciracas,Embezzlement
849,4/10/2021,14,-6.307225363,106.8652164,Jakarta_Timur,Ciracas,Assault / Battery
850,3/9/2021,17,-6.30672708,106.8644279,Jakarta_Timur,Ciracas,Statutory Rape
851,1/31/2021,13,-6.309818615,106.8640567,Jakarta_Timur,Ciracas,Aggravated Assault
852,9/30/2021,16,-6.310920877,106.8831824,Jakarta_Timur,Ciracas,Assault / Battery
853,6/3/2021,5,-6.309969106,106.8838489,Jakarta_Timur,Ciracas,Drug Possession
854,1/4/2021,10,-6.31118355,106.8828574,Jakarta_Timur,Ciracas,Medical Marijuana
855,1/24/2021,2,-6.308892971,106.882885,Jakarta_Timur,Ciracas,Vandalism
856,7/26/2021,14,-6.3093089,106.8819114,Jakarta_Timur,Ciracas,Racketeering / RICO
857,11/25/2021,12,-6.308913669,106.8823935,Jakarta_Timur,Ciracas,Assault / Battery
858,5/17/2021,10,-6.309404912,106.8819039,Jakarta_Timur,Ciracas,Robbery
859,7/26/2021,14,-6.309063982,106.8823007,Jakarta_Timur,Ciracas,Theft
860,1/22/2021,11,-6.360278888,106.8852238,Jakarta_Timur,Ciracas,Assault / Battery
861,10/26/2021,18,-6.360347048,106.8851213,Jakarta_Timur,Ciracas,Sexual Assault
862,9/14/2021,7,-6.360623622,106.8857058,Jakarta_Timur,Ciracas,Sexual Assault
863,5/11/2021,17,-6.360101164,106.8858672,Jakarta_Timur,Ciracas,Attempt
864,2/16/2021,0,-6.360116283,106.8844618,Jakarta_Timur,Ciracas,Arson
865,6/9/2021,15,-6.360299128,106.8840608,Jakarta_Timur,Ciracas,Harassment
866,9/1/2021,10,-6.360364207,106.8836073,Jakarta_Timur,Ciracas,Probation Violation
